0,1,2,3,4,5,6,7,8,9,10
778,"Общество с ограниченной ответственностью ""ВИЛЛБАУ""",Является членом,1267,01.06.2018 00:00:00,1107746718232,7724759363,500000,не превышает пятьсот миллионов рублей,200000,не превышает шестьдесят миллионов рублей
779,"Общество с ограниченной ответственностью ""КОЛЛОС""",Является членом,338,23.11.2009 00:00:00,1037739025829,7720243345,100000,не превышает шестьдесят миллионов рублей,200000,не превышает шестьдесят миллионов рублей
780,"Производственный кооператив ""Альфа-сервис""",Исключен,545,30.05.2017 00:00:00,1027739583717,7715006645,100000,не превышает шестьдесят миллионов рублей,0,не указано
781,"Общество с ограниченной ответственностью ""АйТек""",Является членом,1538,22.08.2019 00:00:00,1107746590291,7724755070,100000,не превышает шестьдесят миллионов рублей,0,не указано
782,"Акционерное общество ""ХОЛДИНГ СПЕЦКОМПЛЕКТРЕСУРС""",Является членом,1579,25.12.2019 00:00:00,1057746095769,7708550371,100000,не превышает шестьдесят миллионов рублей,200000,не превышает шестьдесят миллионов рублей
783,"Общество с ограниченной ответственностью ""ТехноГарант""",Является членом,1578,25.12.2019 00:00:00,1107446000177,7446058716,100000,не превышает шестьдесят миллионов рублей,200000,не превышает шестьдесят миллионов рублей
784,"Общество с ограниченной ответственностью ""Гидрант Строй""",Является членом,1566,07.11.2019 00:00:00,1147746654428,7723911230,100000,не превышает шестьдесят миллионов рублей,200000,не превышает шестьдесят миллионов рублей
785,"Общество с ограниченной ответственностью ""АРС-КОНСТРАКТ""",Является членом,1556,18.10.2019 00:00:00,1197746561264,7736324180,100000,не превышает шестьдесят миллионов рублей,200000,не превышает шестьдесят миллионов рублей
786,"Общество с ограниченной ответственностью ""Строительная компания ""Автодор""",Является членом,1531,31.07.2019 00:00:00,1187746772465,7707418878,5000000,составляет десять миллиардов рублей и более,200000,не превышает шестьдесят миллионов рублей
787,"Общество с ограниченной ответственностью ""Флоусерв""",Является членом,256,29.12.2014 00:00:00,1067746419553,7743589251,800000,не превышает пятьсот миллионов рублей,200000,не превышает шестьдесят миллионов рублей
788,"Общество с ограниченной ответственностью ""Моспроект""",Является членом,265,27.05.2015 00:00:00,1037739530663,7701225527,100000,не превышает шестьдесят миллионов рублей,200000,не превышает шестьдесят миллионов рублей
789,"Общество с ограниченной ответственностью ""Вигос-строй""",Является членом,281,10.11.2009 00:00:00,1067746107824,7737509530,100000,не превышает шестьдесят миллионов рублей,200000,не превышает шестьдесят миллионов рублей
790,"Общество с ограниченной ответственностью ""ГЕА Рефрижерейшн РУС""",Является членом,17,28.02.2011 00:00:00,1027700151797,7719217750,1800000,не превышает три миллиарда рублей,200000,не превышает шестьдесят миллионов рублей
791,"Акционерное общество ""Научно-Исследовательский Центр ""ТЕХНОПРОГРЕСС""",Является членом,2,12.02.2009 00:00:00,1047796549250,7723517509,100000,не превышает шестьдесят миллионов рублей,200000,не превышает шестьдесят миллионов рублей
792,"Общество с ограниченной ответственностью ""ТЕХНОЛОГИЧЕСКИЕ СИСТЕМЫ И ОБОРУДОВАНИЕ""",Является членом,14,10.02.2011 00:00:00,1037705046103,7705501866,800000,не превышает пятьсот миллионов рублей,200000,не превышает шестьдесят миллионов рублей
793,"Общество с ограниченной ответственностью ""Управляющая компания Главпроект""",Исключен,175,22.09.2009 00:00:00,1097746179563,7717649747,не указано,не указано,300000,не указано
794,"Общество с ограниченной ответственностью ""Гидро Технологии""",Исключен,588,09.06.2017 00:00:00,1147748133642,7720287800,100000,не превышает шестьдесят миллионов рублей,0,не указано
795,"Общество с ограниченной ответственностью ""Юнитекс""",Исключен,791,27.09.2017 00:00:00,1067758883048,7720567156,100000,не превышает шестьдесят миллионов рублей,не указано,не указано
796,"Общество с ограниченной ответственностью ""ТорИнвестКапитал""",Исключен,145,28.08.2009 00:00:00,1085038012597,5038065140,не указано,не указано,300000,не указано
797,"Общество с ограниченной ответственностью ""ГлобалЭлектро""",Исключен,362,29.11.2016 00:00:00,5147746443994,7721854883,300000,не превышает шестьдесят миллионов рублей,0,не указано
798,"Общество с ограниченной ответственностью ""ЗАВОД ""РОСКОТЭС""",Исключен,280,11.03.2016 00:00:00,1146658015943,6658462252,не указано,не указано,0,не указано
799,"Общество с ограниченной ответственностью ""Барокко-Стайл Проект""",Исключен,247,27.04.2010 00:00:00,1087746980518,7727659180,не указано,не указано,300000,не указано
800,"Общество с ограниченной ответственностью ""БУРОВАЯ КОМПАНИЯ""",Исключен,46,19.01.2010 00:00:00,1077847344662,7801436465,не указано,не указано,300000,не указано
801,"Открытое акционерное общество ""Спецстройэксплуатация""",Исключен,131,01.03.2010 00:00:00,1037703051902,7703378279,не указано,не указано,500000,не указано
802,"Общество с ограниченной ответственностью ""78 Управление капитального строительства""",Исключен,172,22.03.2010 00:00:00,1077761874112,7714716508,не указано,не указано,300000,не указано
803,"Общество с ограниченной ответственностью ""Бирюсапромстрой""",Исключен,217,12.04.2010 00:00:00,1043801941358,3815008582,не указано,не указано,300000,не указано
804,"Общество с ограниченной ответственностью ""Очаковский строительный комбинат""",Исключен,18,21.02.2011 00:00:00,1077760841840,7737524224,не указано,не указано,300000,не указано
805,"Общество с ограниченной ответственностью ""РП-Медиа""",Исключен,430,14.12.2009 00:00:00,1097746270148,7709830068,не указано,не указано,300000,не указано
806,"Общество с ограниченной ответственностью ""МОСМЕК-инжиниринг""",Исключен,349,24.11.2009 00:00:00,1027700104068,7709324696,не указано,не указано,300000,не указано
807,"Общество с ограниченной ответственностью ""Авида 2000""",Исключен,332,19.11.2009 00:00:00,1027700484591,7714148887,не указано,не указано,300000,не указано
808,"Общество с ограниченной ответственностью ""Фоско""",Исключен,323,02.09.2010 00:00:00,5077746592072,7703631771,не указано,не указано,300000,не указано
809,"Общество с ограниченной ответственностью ""Интеллектуальные системы""",Исключен,29,12.02.2009 00:00:00,1082801006870,2801134578,не указано,не указано,300000,не указано
810,"Общество с ограниченной ответственностью ""Строительная Компания Мегаполис""",Исключен,386,02.12.2009 00:00:00,1086658022153,6658319252,не указано,не указано,1000000,не указано
811,"Общество с ограниченной ответственностью ""ДАРТА-ПОЛИМЕР""",Исключен,345,15.11.2010 00:00:00,1107746422519,7724748467,не указано,не указано,300000,не указано
812,"Общество с ограниченной ответственностью ""ФИРМА СТРОЙ-КОНТРАКТ""",Исключен,89,12.02.2010 00:00:00,5067746958164,7704618477,не указано,не указано,300000,не указано
813,"Закрытое акционерное общество ""Аква-Сити палас""",Исключен,210,09.04.2010 00:00:00,1027739247854,7703254530,не указано,не указано,300000,не указано
814,"Закрытое акционерное общество ""Технотранссервис Инжиниринг""",Исключен,107,12.02.2009 00:00:00,1027700286393,7714184250,не указано,не указано,300000,не указано
815,"Общество с ограниченной ответственностью ""Строй Ист Инвест""",Исключен,536,26.05.2017 00:00:00,1087746642191,7703666407,100000,не превышает шестьдесят миллионов рублей,0,не указано
816,"Общество с ограниченной ответственностью ""БЕРКУТ""",Исключен,589,13.06.2017 00:00:00,1157746038560,7734345234,500000,не превышает пятьсот миллионов рублей,0,не указано
817,"Общество с ограниченной ответственностью ""Монтажспецстрой""",Исключен,574,07.06.2017 00:00:00,1087746726308,7715704760,1000000,не превышает пятьсот миллионов рублей,0,не указано
818,"Общество с ограниченной ответственностью ""Новатэра""",Исключен,609,16.06.2017 00:00:00,1117746955424,7727766810,100000,не превышает шестьдесят миллионов рублей,0,не указано
819,"Общество с ограниченной ответственностью ""СИС""",Исключен,587,09.06.2017 00:00:00,1137746783272,7724888305,100000,не превышает шестьдесят миллионов рублей,0,не указано
820,"Общество с ограниченной ответственностью ""Технология Комфорта""",Исключен,613,19.06.2017 00:00:00,1157746320335,7733229531,100000,не превышает шестьдесят миллионов рублей,0,не указано
821,"Общество с ограниченной ответственностью ""ИГАС Инжиниринг""",Является членом,863,10.11.2017 00:00:00,1127747248650,7709918869,100000,не превышает шестьдесят миллионов рублей,0,не указано
822,"Общество с ограниченной ответственностью ""К2 Инжиниринг""",Исключен,519,23.05.2017 00:00:00,1137746371058,7702814109,0,не указано,не указано,не указано
823,"Общество с ограниченной ответственностью ""Черметметаллургремонт""",Исключен,666,26.06.2017 00:00:00,1044800152528,4826041135,100000,не превышает шестьдесят миллионов рублей,200000,не превышает шестьдесят миллионов рублей
824,"Общество с ограниченной ответственностью ""Инвестиционно-Строительная  Компания ""ЭКОДОМ""",Исключен,649,23.06.2017 00:00:00,1115004003575,5004024146,100000,не превышает шестьдесят миллионов рублей,0,не указано
825,"Общество с ограниченной ответственностью ""АВС-СТРОЙ""",Исключен,651,23.06.2017 00:00:00,1099847031954,7806423396,800000,не превышает пятьсот миллионов рублей,200000,не превышает шестьдесят миллионов рублей
826,"Общество с ограниченной ответственностью ""Вектор""",Исключен,676,27.06.2017 00:00:00,1047797070970,7708548534,100000,не превышает шестьдесят миллионов рублей,200000,не превышает шестьдесят миллионов рублей
827,"Общество с ограниченной ответственностью ""ЭМКО""",Исключен,857,08.11.2017 00:00:00,1147746806536,7718989584,100000,не превышает шестьдесят миллионов рублей,0,не указано
828,"Общество с ограниченной ответственностью ""Мейкстрой""",Исключен,699,29.06.2017 00:00:00,1107746264526,7723754002,100000,не превышает шестьдесят миллионов рублей,0,не указано
829,"Общество с ограниченной ответственностью ""К-строй""",Исключен,669,27.06.2017 00:00:00,1107746531364,7721697662,100000,не превышает шестьдесят миллионов рублей,0,не указано
830,"Общество с ограниченной ответственностью ""ТАТВИР""",Исключен,673,27.06.2017 00:00:00,1127746215464,7731424311,100000,не превышает шестьдесят миллионов рублей,0,не указано
831,"Общество с ограниченной ответственностью ""ДИАДЕЛ""",Исключен,701,29.06.2017 00:00:00,1147746952715,7722852977,100000,не превышает шестьдесят миллионов рублей,0,не указано
832,"Общество с ограниченной ответственностью Торговый Дом ""Гран При +""",Исключен,642,23.06.2017 00:00:00,1037700054864,7710286269,100000,не превышает шестьдесят миллионов рублей,0,не указано
833,"Общество с ограниченной ответственностью ""ЕвроЛифтСервис""",Исключен,645,23.06.2017 00:00:00,1157746650995,7726346675,100000,не превышает шестьдесят миллионов рублей,0,не указано
834,"Общество с ограниченной ответственностью ""ФораСтрой""",Исключен,663,26.06.2017 00:00:00,1127746333758,7743851452,100000,не превышает шестьдесят миллионов рублей,0,не указано
835,"Общество с ограниченной ответственностью ""Стройинвест""",Исключен,604,16.06.2017 00:00:00,1167746809625,9705074671,500000,не превышает пятьсот миллионов рублей,0,не указано
836,"Общество с ограниченной ответственностью ""СтройПартнер""",Исключен,641,23.06.2017 00:00:00,1157746797713,7720313948,100000,не превышает шестьдесят миллионов рублей,0,не указано
837,"Общество с ограниченной ответственностью ""Строительное управление Монтажотделстрой №22""",Исключен,722,30.06.2017 00:00:00,1157746066280,7728188791,100000,не превышает шестьдесят миллионов рублей,0,не указано
838,"Общество с ограниченной ответственностью ""ВЕСТА""",Исключен,727,30.06.2017 00:00:00,1097746586772,7716649582,100000,не превышает шестьдесят миллионов рублей,0,не указано
839,"Общество с ограниченной ответственностью ""ПромСталь""",Исключен,743,03.08.2017 00:00:00,5147746384781,7721853431,100000,не превышает шестьдесят миллионов рублей,0,не указано
840,"Общество с ограниченной ответственностью СК ""СпецСтрой""",Исключен,760,31.08.2017 00:00:00,1157746079633,7733220049,100000,не превышает шестьдесят миллионов рублей,0,не указано
841,"Общество с ограниченной ответственность ""СТРОЙИНВЕСТ""",Исключен,343,23.11.2016 00:00:00,1147746381111,7729768957,300000,не превышает шестьдесят миллионов рублей,0,не указано
842,"Общество с ограниченной ответственностью ""СтройИнвест""",Исключен,568,05.06.2017 00:00:00,1067746786227,7736542541,100000,не превышает шестьдесят миллионов рублей,0,не указано
843,"Акционерно общество ""Ресурс Сервис""",Исключен,744,04.08.2017 00:00:00,1027739345920,7725122915,100000,не превышает шестьдесят миллионов рублей,200000,не превышает шестьдесят миллионов рублей
844,"Общество с ограниченной ответственностью ""СТК""",Исключен,759,31.08.2017 00:00:00,1137746903128,7722820767,100000,не превышает шестьдесят миллионов рублей,200000,не превышает шестьдесят миллионов рублей
845,"Общество с ограниченной ответственностью ""СтройЭксперт""",Исключен,758,30.08.2017 00:00:00,1117746606966,7719785343,100000,не превышает шестьдесят миллионов рублей,200000,не превышает шестьдесят миллионов рублей
846,"Общество с ограниченной ответственностью ""Строй Групп СНС""",Исключен,764,05.09.2017 00:00:00,1177746644833,9729102053,100000,не превышает шестьдесят миллионов рублей,200000,не превышает шестьдесят миллионов рублей
847,"Общество с ограниченной ответственностью ""КВАДРО""",Исключен,726,30.06.2017 00:00:00,1137746704677,7701367190,100000,не превышает шестьдесят миллионов рублей,0,не указано
848,"Общество с ограниченной ответственностью ""СЕО Инжиниринг""",Исключен,843,02.11.2017 00:00:00,1157746800672,7703396239,100000,не превышает шестьдесят миллионов рублей,200000,не превышает шестьдесят миллионов рублей
849,"Общество с ограниченной ответственностью ""Поликон""",Исключен,839,31.10.2017 00:00:00,1117746120931,7713723679,100000,не превышает шестьдесят миллионов рублей,не указано,не указано
850,"Общество с ограниченной ответственностью ""Альфа Инжиниринг""",Исключен,845,03.11.2017 00:00:00,1137746032346,7713761040,500000,не превышает пятьсот миллионов рублей,200000,не превышает шестьдесят миллионов рублей
851,"Общество с ограниченной ответственностью ""ЭнергоСтрой""",Исключен,850,07.11.2017 00:00:00,5147746082149,7708821222,100000,не превышает шестьдесят миллионов рублей,не указано,не указано
852,"Общество с ограниченной ответственностью ""Регион Инвест-XXI""",Исключен,847,03.11.2017 00:00:00,1037739082985,7713281950,100000,не превышает шестьдесят миллионов рублей,0,не указано
853,"Общество с ограниченной ответственностью ""РИК""",Исключен,851,08.11.2017 00:00:00,1167746764239,7736274564,500000,не превышает пятьсот миллионов рублей,0,не указано
854,"Общество с ограниченной ответственностью ""РемСтройУправление №1""",Исключен,873,15.11.2017 00:00:00,1157746333876,7715469570,100000,не превышает шестьдесят миллионов рублей,200000,не превышает шестьдесят миллионов рублей
855,"Общество с ограниченной ответственностью ""УНДОРСТРОЙ""",Исключен,874,15.11.2017 00:00:00,1057748833471,7723553433,100000,не превышает шестьдесят миллионов рублей,0,не указано
856,"Общество с ограниченной ответственностью ""АЕА группа""",Исключен,1154,12.03.2018 00:00:00,1057749305701,7715585103,500000,не превышает пятьсот миллионов рублей,не указано,не указано
857,"Общество с ограниченной ответственностью ""Мажор строй""",Исключен,904,21.11.2017 00:00:00,1087746890362,7729606667,500000,не превышает пятьсот миллионов рублей,не указано,не указано
858,"Общество с ограниченной ответственностью ""СК ИЛГАР""",Исключен,809,09.10.2017 00:00:00,1137746175412,7704829157,500000,не превышает пятьсот миллионов рублей,не указано,не указано
859,"Общество с ограниченной ответственностью ""ПромКомплект""",Исключен,783,25.09.2017 00:00:00,1157746095506,7706417039,100000,не превышает шестьдесят миллионов рублей,200000,не превышает шестьдесят миллионов рублей
860,"Общество с ограниченной ответственностью ""ТехноРесурс Интернешнл""",Исключен,768,08.09.2017 00:00:00,1127746374964,7724833867,100000,не превышает шестьдесят миллионов рублей,не указано,не указано
861,"Общество с ограниченной ответственностью ""АрхСтройКомпани""",Исключен,753,24.08.2017 00:00:00,1127746571138,7743860030,100000,не превышает шестьдесят миллионов рублей,0,не указано
862,"Общество с ограниченной ответственностью ""Промэнергомонтаж""",Является членом,776,20.09.2017 00:00:00,1132130001090,2130114394,100000,не превышает шестьдесят миллионов рублей,0,не указано
863,"Общество с ограниченной ответственностью ""СитиСтройЛюкс""",Исключен,777,20.09.2017 00:00:00,1057746679506,7707546703,100000,не превышает шестьдесят миллионов рублей,0,не указано
864,"Общество с ограниченной ответственностью ""СК РемСервис""",Исключен,779,21.09.2017 00:00:00,1087746571098,7720616572,100000,не превышает шестьдесят миллионов рублей,0,не указано
865,"Общество с ограниченной ответственностью ""ТЕХНОИНВЕСТГРУПП""",Исключен,780,25.09.2017 00:00:00,1137746032841,7743875950,100000,не превышает шестьдесят миллионов рублей,200000,не превышает шестьдесят миллионов рублей
866,"Общество с ограниченной ответственностью ""АВА-Инжиниринг""",Исключен,796,28.09.2017 00:00:00,1127746371070,7701957217,100000,не превышает шестьдесят миллионов рублей,не указано,не указано
867,"Общество с ограниченной ответственностью ""Промстройинвест""",Исключен,815,16.10.2017 00:00:00,5137746048314,7701376935,100000,не превышает шестьдесят миллионов рублей,200000,не превышает шестьдесят миллионов рублей
868,"Общество с ограниченной ответственностью ПСК ""ГР-Строй""",Исключен,817,18.10.2017 00:00:00,1177746970015,9718076387,100000,не превышает шестьдесят миллионов рублей,0,не указано
869,"Общество с ограниченной ответственностью Строительно-Монтажная Компания ""Комплексные Инженерные Системы""",Исключен,820,20.10.2017 00:00:00,1117746836118,7708748519,100000,не превышает шестьдесят миллионов рублей,0,не указано
870,"Общество с ограниченной ответственностью ""Александрия""",Исключен,823,24.10.2017 00:00:00,5137746185737,7731461578,100000,не превышает шестьдесят миллионов рублей,0,не указано
871,"Общество с ограниченной ответственностью ""СТРОИТЕЛЬНАЯ КОМПАНИЯ ФАСАДНЫЕ ТЕХНОЛОГИИ""",Является членом,828,27.10.2017 00:00:00,1167746350023,7724359870,100000,не превышает шестьдесят миллионов рублей,0,не указано
872,"Общество с ограниченной ответственностью ""ОКСЕТ""",Исключен,831,27.10.2017 00:00:00,1087746317163,7709782551,100000,не превышает шестьдесят миллионов рублей,0,не указано
873,"Общество с ограниченной ответственностью ""ДФ-Констракшн""",Исключен,842,01.11.2017 00:00:00,1167746757155,9721010724,100000,не превышает шестьдесят миллионов рублей,0,не указано
874,"Общество с ограниченной ответственностью ""ИНРадио Транс""",Является членом,841,31.10.2017 00:00:00,1027739562454,7717094573,100000,не превышает шестьдесят миллионов рублей,0,не указано
875,"Общество с ограниченной ответственностью Многофункциональная компания ""Платина""",Исключен,921,23.11.2017 00:00:00,1177746050283,7724398170,100000,не превышает шестьдесят миллионов рублей,0,не указано
876,"Общество с ограниченной ответственностью ""ТехАргос СпецТелеком""",Исключен,923,23.11.2017 00:00:00,1077746285198,7718624583,500000,не превышает пятьсот миллионов рублей,200000,не превышает шестьдесят миллионов рублей
877,"Общество с ограниченной ответственностью ""Востокнефтегаз-комплектация""",Исключен,934,29.11.2017 00:00:00,1157746562380,7727188728,100000,не превышает шестьдесят миллионов рублей,0,не указано
878,"Общество с ограниченной ответственностью ""Стамер""",Исключен,942,30.11.2017 00:00:00,1027739170557,7712026851,100000,не превышает шестьдесят миллионов рублей,0,не указано
879,"Общество с ограниченной ответственностью ""ДОМОСТРОЙ""",Исключен,1114,07.02.2018 00:00:00,5177746096985,7727332717,2000000,не превышает десять миллиардов рублей,0,не указано
880,"Общество с ограниченной ответственностью ""ЭНЕРГОАУДИТ""",Исключен,507,19.05.2017 00:00:00,1147748144851,7716031891,100000,не превышает шестьдесят миллионов рублей,0,не указано
881,"Общество с ограниченной ответственностью ""Инженерные Системы""",Исключен,922,23.11.2017 00:00:00,1157746874966,7704330135,100000,не превышает шестьдесят миллионов рублей,0,не указано
882,"Общество с ограниченной ответственностью ""ИНЖДОРСТРОЙ""",Является членом,920,23.11.2017 00:00:00,1137746035382,7723860071,100000,не превышает шестьдесят миллионов рублей,2500000,не превышает пятьсот миллионов рублей
883,"Общество с ограниченной ответственностью ""ПрофСтройКлимат""",Исключен,813,12.10.2017 00:00:00,1147746611374,7719880290,100000,не превышает шестьдесят миллионов рублей,0,не указано
884,"Общество с ограниченной ответственностью ""ВЕКТОР""",Исключен,802,03.10.2017 00:00:00,1117746880151,7718865564,100000,не превышает шестьдесят миллионов рублей,0,не указано
885,"Общество с ограниченной ответственностью ""Чартер""",Исключен,121,22.02.2010 00:00:00,1037804077750,7802223445,не указано,не указано,не указано,не указано
886,"Общество с ограниченной ответственностью фирма ""ВИС""",Исключен,410,10.12.2009 00:00:00,1085012004032,5012049240,не указано,не указано,300000,не указано
887,"Общество с ограниченной ответственностью ""КЛАМПФЕР-УКРАИНА""",Исключен,171,28.01.2013 00:00:00,0000000000000,9909055290,300000,не превышает шестьдесят миллионов рублей,0,не указано
888,"Акционерное общество ""Октябрьская электросеть""",Исключен,52,16.06.2011 00:00:00,1055013005607,5027107060,не указано,не указано,300000,не указано
889,"Общество с ограниченной ответственностью ""Тепло Кран Эксперт""",Исключен,226,13.04.2010 00:00:00,1045003380190,5018098596,не указано,не указано,не указано,не указано
890,"Общество с ограниченной ответственностью Строительная Компания ""Теплотехника""",Является членом,102,12.02.2010 00:00:00,5067746440537,7716557846,300000,не превышает шестьдесят миллионов рублей,0,не указано
891,"Общество с ограниченной ответственностью ""СТРОЙБИЗНЕС""",Исключен,50,12.02.2009 00:00:00,1047808013098,7805297396,не указано,не указано,не указано,не указано
892,"Общество с ограниченной ответственностью ""СМУ-1""",Исключен,263,24.04.2015 00:00:00,1132448001179,2453017969,не указано,не указано,300000,не указано
893,"Общество с ограниченной ответственностью ""Воротынский энергоремонтный завод""",Исключен,325,08.09.2010 00:00:00,1114001000607,4001008070,не указано,не указано,300000,не указано
894,"Общество с ограниченной ответственностью ""ИРЕСТ СТРОЙ""",Исключен,137,02.03.2010 00:00:00,1037843007212,7825134181,не указано,не указано,не указано,не указано
895,"Общество с ограниченной ответственностью ""Производственное предприятие ""Развитие""",Исключен,355,17.11.2010 00:00:00,1107746002616,7724732587,300000,не превышает шестьдесят миллионов рублей,0,не указано
896,"Общество с ограниченной ответственностью ""Тверская Промышленная Компания""",Исключен,317,18.08.2010 00:00:00,1046900035016,6901054549,не указано,не указано,300000,не указано
897,"Общество с ограниченной ответственностью ""ЦЕНТАВР""",Исключен,68,01.08.2011 00:00:00,1145030002402,5030083892,не указано,не указано,300000,не указано
898,"Общество с ограниченной ответственностью ""Сервисстрой-Д""",Исключен,19,18.01.2010 00:00:00,1037720015300,7720279172,100000,не превышает шестьдесят миллионов рублей,200000,не превышает шестьдесят миллионов рублей
899,"Общество с ограниченной ответственностью ""149-УНР""",Исключен,218,25.03.2014 00:00:00,1145027006211,5027208830,1000000,не превышает пятьсот миллионов рублей,0,не указано
900,"Общество с ограниченной ответственностью ""ХАМЕЛЕОН""",Исключен,373,30.11.2009 00:00:00,1025002688842,5021000339,не указано,не указано,не указано,не указано
901,"Закрытое акционерное общество ""ФАРЭЛ""",Исключен,261,07.04.2015 00:00:00,1027736001556,7736224210,не указано,не указано,300000,не указано
902,Индивидуальный предприниматель Саттаров Тахир Рахматуллаевич,Исключен,789,27.09.2017 00:00:00,317774600033291,771685633141,100000,не превышает шестьдесят миллионов рублей,0,не указано
903,"Общество с ограниченной ответственностью ""ЮгСтройМонтаж""",Исключен,745,07.08.2017 00:00:00,5157746175428,7722350102,500000,не превышает пятьсот миллионов рублей,0,не указано
904,"Общество с ограниченной ответственностью ""ИНЖТЕХНИК""",Является членом,794,28.09.2017 00:00:00,1107746083356,7743769590,100000,не превышает шестьдесят миллионов рублей,0,не указано
905,"Общество с ограниченной ответственностью ""РИВЬЕРАСТРОЙ""",Исключен,1084,25.01.2018 00:00:00,1147746838744,7733888911,100000,не превышает шестьдесят миллионов рублей,2500000,не превышает пятьсот миллионов рублей
906,"Общество с ограниченной ответственностью ""Ренессанс""",Исключен,387,13.12.2016 00:00:00,1147746296610,7729767054,100000,не превышает шестьдесят миллионов рублей,0,не указано
907,"Общество с ограниченной ответственностью ""Интеллект Дриллинг Сервисиз""",Исключен,216,18.02.2014 00:00:00,1047796473196,7709553512,2000000,не превышает десять миллиардов рублей,25000000,составляет десять миллиардов рублей и более
908,"Общество с ограниченной ответственностью ""Алвитекс-инжиниринг""",Исключен,476,03.05.2017 00:00:00,1167746293934,7724358019,100000,не превышает шестьдесят миллионов рублей,0,не указано
909,"Общество с ограниченной ответственностью ""Гидродинамика""",Исключен,117,27.02.2012 00:00:00,1075032015541,5032177680,500000,не превышает пятьсот миллионов рублей,200000,не превышает шестьдесят миллионов рублей
910,"Общество с ограниченной ответственностью ""Стройинжком""",Исключен,892,17.11.2017 00:00:00,5167746416679,7724393662,100000,не превышает шестьдесят миллионов рублей,0,не указано
911,"Общество с ограниченной ответственностью ""Реставрационная Мастерская ""Наследие-Проект""",Является членом,406,12.01.2017 00:00:00,1117746847349,7726685090,500000,не превышает пятьсот миллионов рублей,200000,не превышает шестьдесят миллионов рублей
912,"Общество с ограниченной ответственностью ""Юцпк Промышленная безопасность""",Исключен,443,14.03.2017 00:00:00,1102648001169,2631054322,100000,не превышает шестьдесят миллионов рублей,200000,не превышает шестьдесят миллионов рублей
913,"Общество с ограниченной ответственностью ""Строительная Компания Спектр""",Исключен,570,06.06.2017 00:00:00,1127746445507,7733804870,100000,не превышает шестьдесят миллионов рублей,200000,не превышает шестьдесят миллионов рублей
914,"Общество с ограниченной ответственностью ""Интерстройтех""",Исключен,729,30.06.2017 00:00:00,1047796565937,7734514845,750000,не превышает пятьсот миллионов рублей,1250000,не превышает шестьдесят миллионов рублей
915,"Общество с ограниченной ответственностью ""ИНТЕГРАЛМИКРО""",Является членом,931,29.11.2017 00:00:00,1027700265010,7736151410,100000,не превышает шестьдесят миллионов рублей,0,не указано
916,"Общество с ограниченной ответственностью ""Термиз""",Является членом,323,28.10.2016 00:00:00,1024701479835,4708009833,1800000,не превышает три миллиарда рублей,200000,не превышает шестьдесят миллионов рублей
917,"Общество с ограниченной ответственность ""Управляющая компания ""КРАМОС""",Исключен,338,15.11.2016 00:00:00,9097748031669,7708642449,100000,не превышает шестьдесят миллионов рублей,0,не указано
918,"Общество с ограниченной ответственностью ""Пожарный эксперт""",Является членом,381,07.12.2016 00:00:00,1127747275941,7718915367,100000,не превышает шестьдесят миллионов рублей,200000,не превышает шестьдесят миллионов рублей
919,"Общество с ограниченной ответственностью ""Строительные инвестиции""",Исключен,414,12.01.2017 00:00:00,1147746089160,7730700960,500000,не превышает пятьсот миллионов рублей,0,не указано
920,"Акционерное общество ""ТИТАН БИЛДИНГ СИСТЕМС""",Является членом,388,02.12.2009 00:00:00,1027739618477,7729343760,500000,не превышает пятьсот миллионов рублей,0,не указано
921,"Общество с ограниченной ответственностью ""Джи-Эм-Си""",Исключен,109,12.02.2010 00:00:00,1095074011317,5074113537,300000,не превышает шестьдесят миллионов рублей,0,не указано
922,"Общество с ограниченной ответственностью ""СПЕЦСТРОЙ""",Исключен,477,03.05.2017 00:00:00,1157746754824,7733246047,100000,не превышает шестьдесят миллионов рублей,0,не указано
923,"Общество с ограниченной ответственностью ""АвЭл плюс""",Является членом,372,30.11.2009 00:00:00,5077746749944,7723612167,100000,не превышает шестьдесят миллионов рублей,200000,не превышает шестьдесят миллионов рублей
924,"Общество с ограниченной ответственностью ""ПРИМА""",Является членом,1199,24.04.2018 00:00:00,1187746364519,7751142026,100000,не превышает шестьдесят миллионов рублей,0,не указано
925,"Общество с ограниченной ответственностью ""Интегра-Сервисы""",Является членом,475,02.05.2017 00:00:00,1077758547789,7725613712,1700000,не превышает три миллиарда рублей,4500000,не превышает три миллиарда рублей
926,"Общество с ограниченной ответственностью ""СтройИнвест""",Исключен,312,16.11.2009 00:00:00,1067746465401,7707583367,не указано,не указано,300000,не указано
927,"Общество с ограниченной ответственностью научно-производственная фирма ""Стальмонтаж-ОПТИМ""",Исключен,581,08.06.2017 00:00:00,1097746041535,7723705037,100000,не превышает шестьдесят миллионов рублей,0,не указано
